from,to,cost
160,171,5.0
160,179,2.0
160,185,4.0
160,194,5.0
160,195,6.0
160,206,9.0
160,212,15.0
160,216,1.0
160,224,2.0
160,225,1.0
160,230,1.0
160,237,1.0
160,249,26.0
160,255,2.0
160,260,7.0
160,261,4.0
160,263,1.0
160,267,26.0
160,270,2.0
160,286,7.0
161,162,5.0
161,179,11.0
161,180,2.0
161,185,123.0
161,188,1.0
161,193,1.0
161,194,2.0
161,195,8.0
161,200,1.0
161,201,2.0
161,210,1.0
161,211,2.0
161,212,2.0
161,214,1.0
161,215,8.0
161,216,3.0
161,218,12.0
161,219,34.0
161,225,11.0
161,229,5.0
161,230,13.0
161,236,3.0
161,237,7.0
161,238,2.0
161,239,1.0
161,242,10.0
161,243,1.0
161,249,16.0
161,255,175.0
161,260,2.0
161,263,85.0
161,265,3.0
161,267,8.0
161,268,4.0
161,270,5.0
161,271,13.0
161,272,9.0
161,274,7.0
161,275,24.0
161,280,1.0
161,284,53.0
161,286,136.0
161,288,16.0
161,294,2.0
162,166,1.0
162,171,2.0
162,172,5.0
162,173,1.0
162,174,1.0
162,175,1.0
162,177,40.0
162,179,8.0
162,180,127.0
162,181,2.0
162,182,6.0
162,184,1.0
162,185,23.0
162,187,887.0
162,191,251.0
162,192,2364.0
162,193,2.0
162,194,4.0
162,197,166.0
162,200,16.0
162,201,100.0
162,206,5.0
162,208,5.0
162,209,41.0
162,210,27.0
162,211,2.0
162,212,3.0
162,214,7.0
162,215,865.0
162,216,151.0
162,218,1557.0
162,219,10.0
162,223,2.0
162,224,3.0
162,225,1.0
162,229,17.0
162,230,11.0
162,231,145.0
162,233,4.0
162,237,5.0
162,238,1556.0
162,242,2.0
162,243,2443.0
162,247,11.0
162,248,23.0
162,251,10.0
162,255,10.0
162,256,1.0
162,261,2.0
162,262,1.0
162,264,586.0
162,265,2167.0
162,266,16.0
162,267,6.0
162,268,2.0
162,270,101.0
162,274,751.0
162,275,345.0
162,278,1.0
162,279,92.0
162,280,446.0
162,282,3.0
162,284,6.0
162,285,28.0
162,286,2.0
162,288,3.0
166,171,61.0
166,173,20.0
166,179,18.0
166,194,46.0
166,195,11.0
166,203,1.0
166,206,31.0
166,212,9.0
166,218,1.0
166,219,2.0
166,224,33.0
166,230,44.0
166,231,2.0
166,236,1.0
166,237,1.0
166,243,2.0
166,249,1.0
166,250,20.0
166,260,20.0
166,261,16.0
166,262,24.0
166,263,1.0
166,264,1.0
166,267,14.0
166,270,2.0
166,272,1.0
166,274,6.0
166,275,2.0
166,284,1.0
166,286,3.0
168,169,1.0
168,172,12.0
168,175,27.0
168,199,3.0
168,222,39.0
168,227,29.0
168,252,1.0
168,253,2.0
168,254,1.0
168,256,2.0
168,278,2.0
168,281,1.0
168,287,5.0
171,173,54.0
171,179,13.0
171,180,5.0
171,185,15.0
171,187,2.0
171,192,1.0
171,194,437.0
171,195,6.0
171,206,986.0
171,212,85.0
171,215,4.0
171,216,3.0
171,218,2.0
171,219,3.0
171,224,20.0
171,230,227.0
171,231,11.0
171,236,1.0
171,237,16.0
171,238,3.0
171,243,5.0
171,247,1.0
171,249,1.0
171,250,155.0
171,255,5.0
171,260,267.0
171,261,254.0
171,262,48.0
171,263,2.0
171,264,3.0
171,265,1.0
171,267,146.0
171,270,13.0
171,272,1.0
171,274,14.0
171,275,14.0
171,284,6.0
172,175,42.0
172,182,6.0
172,185,1.0
172,187,2.0
172,191,2.0
172,192,1.0
172,199,18.0
172,209,1.0
172,210,2.0
172,215,2.0
172,222,20.0
172,223,29.0
172,227,89.0
172,233,6.0
172,238,6.0
172,243,2.0
172,247,4.0
172,248,1.0
172,256,9.0
172,257,3.0
172,264,1.0
172,278,23.0
172,279,1.0
172,280,1.0
172,281,1.0
172,282,1.0
172,287,3.0
172,292,1.0
173,179,3.0
173,185,1.0
173,194,44.0
173,195,1.0
173,206,24.0
173,212,4.0
173,218,1.0
173,224,1.0
173,230,16.0
173,250,20.0
173,260,4.0
173,261,11.0
173,262,2.0
173,267,6.0
173,270,1.0
173,286,1.0
174,177,4.0
174,181,171.0
174,185,5.0
174,188,2.0
174,191,1.0
174,192,11.0
174,193,2.0
174,197,59.0
174,211,1.0
174,214,2.0
174,216,1.0
174,218,17.0
174,225,16.0
174,229,14.0
174,231,3.0
174,234,3.0
174,238,2.0
174,243,25.0
174,245,1.0
174,248,1.0
174,255,1.0
174,257,1.0
174,263,1.0
174,264,16.0
174,265,19.0
174,268,2.0
174,270,6.0
174,275,2.0
174,279,5.0
174,280,21.0
174,284,2.0
174,285,2.0
174,286,4.0
174,288,9.0
174,289,1.0
175,180,1.0
175,185,1.0
175,197,3.0
175,222,6.0
175,223,1.0
175,227,70.0
175,243,1.0
175,264,1.0
175,278,3.0
177,179,1.0
177,180,5.0
177,182,2.0
177,185,2.0
177,187,2.0
177,188,2.0
177,191,14.0
177,192,20.0
177,193,1.0
177,194,1.0
177,195,1.0
177,197,507.0
177,208,32.0
177,209,22.0
177,210,153.0
177,211,5.0
177,214,15.0
177,215,28.0
177,216,4.0
177,218,8.0
177,225,8.0
177,229,23.0
177,230,2.0
177,231,4.0
177,233,6.0
177,234,1.0
177,238,17.0
177,243,47.0
177,247,5.0
177,248,19.0
177,251,1.0
177,252,1.0
177,253,3.0
177,263,5.0
177,264,97.0
177,265,50.0
177,266,48.0
177,270,7.0
177,274,9.0
177,275,7.0
177,278,4.0
177,279,22.0
177,280,71.0
177,284,3.0
177,285,23.0
177,286,2.0
177,288,2.0
177,291,4.0
178,179,2.0
178,185,1.0
178,195,4.0
178,197,1.0
178,212,4.0
178,219,2.0
178,225,1.0
178,230,3.0
178,261,1.0
178,270,1.0
179,180,9.0
179,185,287.0
179,187,4.0
179,188,1.0
179,192,4.0
179,194,87.0
179,195,26.0
179,197,1.0
179,200,1.0
179,201,10.0
179,206,122.0
179,211,2.0
179,212,435.0
179,215,36.0
179,216,16.0
179,218,15.0
179,219,48.0
179,224,11.0
179,225,22.0
179,229,4.0
179,230,726.0
179,231,21.0
179,236,15.0
179,237,380.0
179,238,11.0
179,243,17.0
179,249,18.0
179,250,2.0
179,255,112.0
179,260,30.0
179,261,12.0
179,262,8.0
179,263,54.0
179,264,6.0
179,265,3.0
179,267,95.0
179,270,57.0
179,271,14.0
179,272,10.0
179,274,34.0
179,275,65.0
179,280,3.0
179,284,50.0
179,285,1.0
179,286,97.0
179,288,4.0
180,185,39.0
180,187,235.0
180,191,64.0
180,192,201.0
180,194,13.0
180,197,4.0
180,200,93.0
180,201,675.0
180,206,22.0
180,208,1.0
180,209,13.0
180,210,2.0
180,211,1.0
180,212,15.0
180,215,1231.0
180,216,393.0
180,218,146.0
180,224,1.0
180,225,11.0
180,229,2.0
180,230,5.0
180,231,938.0
180,236,4.0
180,237,7.0
180,238,582.0
180,242,1.0
180,243,65.0
180,247,7.0
180,248,16.0
180,249,2.0
180,255,14.0
180,260,1.0
180,263,3.0
180,264,71.0
180,265,72.0
180,267,12.0
180,270,739.0
180,274,229.0
180,275,278.0
180,279,4.0
180,280,18.0
180,284,2.0
180,286,9.0
180,290,1.0
180,294,1.0
181,185,2.0
181,197,4.0
181,207,1.0
181,211,1.0
181,212,1.0
181,214,4.0
181,215,1.0
181,225,38.0
181,229,55.0
181,238,1.0
181,243,5.0
181,255,1.0
181,263,2.0
181,265,1.0
181,268,3.0
181,271,1.0
181,274,1.0
181,280,1.0
181,284,7.0
181,286,3.0
181,288,16.0
182,192,1.0
182,197,14.0
182,199,7.0
182,208,26.0
182,210,20.0
182,215,1.0
182,218,2.0
182,222,5.0
182,223,1.0
182,227,1.0
182,233,116.0
182,235,2.0
182,243,1.0
182,248,2.0
182,251,1.0
182,252,1.0
182,253,13.0
182,254,3.0
182,256,1.0
182,257,13.0
182,264,14.0
182,265,2.0
182,278,3.0
182,279,7.0
182,280,1.0
182,281,11.0
182,282,21.0
182,287,4.0
185,187,13.0
185,188,2.0
185,191,2.0
185,192,11.0
185,193,3.0
185,194,29.0
185,195,44.0
185,197,9.0
185,200,1.0
185,201,2.0
185,206,56.0
185,207,1.0
185,210,5.0
185,211,1.0
185,212,158.0
185,215,123.0
185,216,120.0
185,218,31.0
185,219,80.0
185,224,4.0
185,225,54.0
185,229,7.0
185,230,124.0
185,231,21.0
185,236,110.0
185,237,190.0
185,238,68.0
185,242,14.0
185,243,39.0
185,249,10.0
185,255,1303.0
185,260,22.0
185,261,6.0
185,262,8.0
185,263,431.0
185,264,10.0
185,265,9.0
185,266,2.0
185,267,80.0
185,268,8.0
185,270,112.0
185,271,7.0
185,272,11.0
185,274,102.0
185,275,402.0
185,280,10.0
185,284,436.0
185,285,2.0
185,286,746.0
185,288,22.0
185,294,1.0
187,191,152.0
187,192,596.0
187,194,1.0
187,197,14.0
187,200,11.0
187,201,129.0
187,206,6.0
187,207,1.0
187,209,40.0
187,210,2.0
187,212,1.0
187,214,3.0
187,215,702.0
187,216,131.0
187,218,1435.0
187,219,2.0
187,220,2.0
187,230,4.0
187,231,127.0
187,233,1.0
187,238,963.0
187,243,338.0
187,247,16.0
187,248,16.0
187,251,2.0
187,255,4.0
187,261,1.0
187,263,1.0
187,264,180.0
187,265,314.0
187,270,58.0
187,274,451.0
187,275,137.0
187,279,23.0
187,280,49.0
187,284,1.0
187,285,7.0
187,286,5.0
188,190,1.0
188,191,1.0
188,193,55.0
188,195,1.0
188,197,14.0
188,207,100.0
188,208,2.0
188,211,52.0
188,214,57.0
188,215,1.0
188,225,17.0
188,228,1.0
188,229,12.0
188,230,1.0
188,231,1.0
188,234,1.0
188,237,2.0
188,239,79.0
188,243,4.0
188,250,1.0
188,255,1.0
188,263,5.0
188,264,1.0
188,265,3.0
188,267,1.0
188,268,15.0
188,270,1.0
188,271,4.0
188,274,1.0
188,275,2.0
188,279,1.0
188,284,7.0
188,285,2.0
188,286,9.0
188,288,9.0
188,289,23.0
191,192,461.0
191,194,1.0
191,197,31.0
191,200,4.0
191,201,35.0
191,206,2.0
191,208,1.0
191,209,65.0
191,210,1.0
191,215,85.0
191,216,38.0
191,218,71.0
191,225,4.0
191,229,4.0
191,231,20.0
191,233,4.0
191,238,84.0
191,243,129.0
191,247,1.0
191,248,27.0
191,249,1.0
191,262,1.0
191,264,297.0
191,265,235.0
191,270,12.0
191,274,34.0
191,275,13.0
191,279,29.0
191,280,92.0
191,284,2.0
191,285,9.0
191,286,3.0
192,193,5.0
192,194,1.0
192,195,1.0
192,197,105.0
192,200,28.0
192,201,74.0
192,206,3.0
192,207,1.0
192,208,10.0
192,209,79.0
192,210,9.0
192,211,1.0
192,214,5.0
192,215,562.0
192,216,103.0
192,218,609.0
192,219,3.0
192,223,1.0
192,225,7.0
192,227,3.0
192,229,6.0
192,230,1.0
192,231,102.0
192,233,2.0
192,238,694.0
192,243,1555.0
192,247,10.0
192,248,34.0
192,249,1.0
192,251,6.0
192,256,1.0
192,260,2.0
192,261,1.0
192,262,4.0
192,263,7.0
192,264,583.0
192,265,2255.0
192,266,1.0
192,270,81.0
192,274,264.0
192,275,127.0
192,278,1.0
192,279,53.0
192,280,293.0
192,285,20.0
192,286,2.0
192,288,3.0
193,197,16.0
193,207,38.0
193,210,1.0
193,211,132.0
193,214,148.0
193,219,1.0
193,225,42.0
193,228,5.0
193,229,52.0
193,234,5.0
193,239,2.0
193,242,1.0
193,243,8.0
193,245,39.0
193,255,12.0
193,257,1.0
193,263,15.0
193,264,4.0
193,265,7.0
193,267,1.0
193,268,65.0
193,271,3.0
193,272,2.0
193,274,4.0
193,275,1.0
193,280,2.0
193,284,15.0
193,286,19.0
193,288,23.0
193,289,4.0
194,195,15.0
194,197,3.0
194,200,1.0
194,201,7.0
194,206,1498.0
194,212,168.0
194,215,10.0
194,216,3.0
194,218,5.0
194,219,12.0
194,224,6.0
194,230,981.0
194,231,9.0
194,236,1.0
194,237,37.0
194,238,3.0
194,243,5.0
194,249,22.0
194,250,29.0
194,255,13.0
194,260,305.0
194,261,125.0
194,262,66.0
194,263,6.0
194,264,2.0
194,265,2.0
194,267,185.0
194,270,38.0
194,271,12.0
194,272,2.0
194,274,16.0
194,275,17.0
194,279,1.0
194,280,1.0
194,284,5.0
194,286,5.0
194,288,4.0
195,206,36.0
195,207,1.0
195,212,72.0
195,215,6.0
195,216,2.0
195,218,2.0
195,219,176.0
195,225,2.0
195,229,2.0
195,230,81.0
195,236,5.0
195,237,34.0
195,238,1.0
195,242,1.0
195,243,2.0
195,249,39.0
195,250,1.0
195,255,69.0
195,260,11.0
195,262,1.0
195,263,31.0
195,264,1.0
195,265,5.0
195,267,76.0
195,270,2.0
195,271,23.0
195,272,23.0
195,274,5.0
195,275,8.0
195,284,15.0
195,286,22.0
196,222,2.0
196,227,1.0
197,201,3.0
197,206,1.0
197,207,16.0
197,208,35.0
197,209,21.0
197,210,88.0
197,211,3.0
197,212,1.0
197,214,15.0
197,215,35.0
197,216,3.0
197,218,31.0
197,223,1.0
197,225,44.0
197,228,1.0
197,229,76.0
197,230,1.0
197,231,4.0
197,233,4.0
197,235,1.0
197,238,34.0
197,243,210.0
197,247,2.0
197,248,16.0
197,251,16.0
197,252,1.0
197,255,1.0
197,256,1.0
197,263,24.0
197,264,223.0
197,265,148.0
197,266,28.0
197,268,16.0
197,270,6.0
197,271,1.0
197,274,58.0
197,275,29.0
197,278,4.0
197,279,91.0
197,280,239.0
197,282,3.0
197,284,17.0
197,285,49.0
197,286,8.0
197,288,14.0
199,204,1.0
199,208,4.0
199,222,29.0
199,223,7.0
199,227,3.0
199,233,3.0
199,235,2.0
199,252,8.0
199,253,32.0
199,254,3.0
199,256,58.0
199,257,11.0
199,265,2.0
199,266,1.0
199,281,3.0
199,282,7.0
199,287,25.0
200,201,10.0
200,209,2.0
200,215,79.0
200,216,8.0
200,218,21.0
200,231,51.0
200,238,69.0
200,243,3.0
200,247,2.0
200,248,3.0
200,264,11.0
200,265,5.0
200,270,26.0
200,274,16.0
200,275,10.0
200,280,2.0
200,285,2.0
201,206,5.0
201,209,4.0
201,212,2.0
201,215,398.0
201,216,121.0
201,218,69.0
201,229,1.0
201,230,5.0
201,231,259.0
201,237,13.0
201,238,169.0
201,243,38.0
201,249,1.0
201,255,3.0
201,263,1.0
201,264,29.0
201,265,19.0
201,267,1.0
201,270,198.0
201,274,105.0
201,275,116.0
201,279,1.0
201,280,1.0
201,284,2.0
206,211,1.0
206,212,319.0
206,215,25.0
206,216,2.0
206,218,1.0
206,219,21.0
206,224,5.0
206,225,12.0
206,230,708.0
206,231,16.0
206,236,1.0
206,237,54.0
206,238,4.0
206,239,1.0
206,242,1.0
206,243,4.0
206,249,13.0
206,250,39.0
206,255,30.0
206,260,554.0
206,261,224.0
206,262,29.0
206,263,9.0
206,264,1.0
206,265,6.0
206,267,344.0
206,268,2.0
206,270,30.0
206,271,8.0
206,272,3.0
206,274,13.0
206,275,22.0
206,280,1.0
206,284,9.0
206,286,16.0
206,288,5.0
207,211,20.0
207,214,102.0
207,225,6.0
207,228,12.0
207,229,4.0
207,234,1.0
207,243,1.0
207,263,1.0
207,264,2.0
207,265,1.0
207,266,5.0
207,268,3.0
207,271,1.0
207,280,1.0
207,284,1.0
207,286,1.0
207,288,10.0
207,289,12.0
208,209,7.0
208,210,286.0
208,211,3.0
208,216,1.0
208,218,3.0
208,225,1.0
208,227,2.0
208,229,1.0
208,233,140.0
208,235,1.0
208,238,1.0
208,241,1.0
208,243,6.0
208,248,7.0
208,251,13.0
208,252,3.0
208,253,15.0
208,256,5.0
208,257,6.0
208,264,11.0
208,265,9.0
208,266,32.0
208,270,1.0
208,274,2.0
208,275,1.0
208,278,4.0
208,279,3.0
208,280,7.0
208,281,2.0
208,282,9.0
208,285,2.0
208,291,1.0
209,210,1.0
209,215,82.0
209,216,10.0
209,218,14.0
209,223,10.0
209,225,1.0
209,230,5.0
209,231,17.0
209,238,69.0
209,243,28.0
209,247,50.0
209,248,57.0
209,251,14.0
209,262,1.0
209,263,8.0
209,264,327.0
209,265,41.0
209,266,2.0
209,270,11.0
209,274,24.0
209,275,11.0
209,278,14.0
209,279,10.0
209,280,69.0
209,285,21.0
210,215,1.0
210,216,2.0
210,218,4.0
210,219,1.0
210,227,1.0
210,229,5.0
210,230,4.0
210,231,8.0
210,233,37.0
210,235,4.0
210,243,14.0
210,247,1.0
210,248,7.0
210,251,2.0
210,252,1.0
210,253,11.0
210,254,2.0
210,256,3.0
210,257,4.0
210,263,5.0
210,264,24.0
210,265,13.0
210,266,72.0
210,268,1.0
210,274,5.0
210,278,1.0
210,279,15.0
210,280,17.0
210,282,1.0
210,285,5.0
211,214,69.0
211,218,6.0
211,219,1.0
211,221,2.0
211,225,40.0
211,228,2.0
211,229,61.0
211,230,1.0
211,231,2.0
211,239,4.0
211,242,1.0
211,243,5.0
211,248,1.0
211,255,6.0
211,263,13.0
211,264,4.0
211,265,15.0
211,268,151.0
211,271,4.0
211,272,1.0
211,274,2.0
211,275,1.0
211,280,10.0
211,284,7.0
211,286,9.0
211,288,37.0
211,289,5.0
212,214,1.0
212,215,12.0
212,216,12.0
212,218,3.0
212,219,54.0
212,224,1.0
212,225,2.0
212,230,943.0
212,231,10.0
212,236,5.0
212,237,373.0
212,238,6.0
212,242,1.0
212,243,9.0
212,249,17.0
212,250,6.0
212,255,49.0
212,260,85.0
212,261,40.0
212,262,13.0
212,263,15.0
212,264,2.0
212,265,4.0
212,267,353.0
212,268,2.0
212,270,18.0
212,271,10.0
212,272,25.0
212,274,23.0
212,275,29.0
212,280,1.0
212,284,18.0
212,286,34.0
212,288,2.0
214,218,1.0
214,219,1.0
214,225,31.0
214,228,19.0
214,229,68.0
214,230,1.0
214,234,12.0
214,238,1.0
214,243,3.0
214,245,2.0
214,255,5.0
214,263,5.0
214,264,1.0
214,265,5.0
214,266,1.0
214,268,22.0
214,270,2.0
214,271,2.0
214,272,2.0
214,274,4.0
214,280,1.0
214,284,6.0
214,286,6.0
214,288,38.0
214,289,7.0
214,294,1.0
215,216,1542.0
215,218,1959.0
215,219,9.0
215,222,1.0
215,224,5.0
215,227,3.0
215,229,7.0
215,230,26.0
215,231,490.0
215,236,1.0
215,237,16.0
215,238,3039.0
215,243,500.0
215,247,13.0
215,248,33.0
215,249,1.0
215,250,18.0
215,254,1.0
215,255,40.0
215,256,1.0
215,260,4.0
215,261,4.0
215,262,12.0
215,263,13.0
215,264,164.0
215,265,364.0
215,267,10.0
215,268,1.0
215,270,610.0
215,271,5.0
215,274,2707.0
215,275,2095.0
215,279,20.0
215,280,103.0
215,284,13.0
215,285,13.0
215,286,20.0
216,218,354.0
216,219,5.0
216,225,5.0
216,229,1.0
216,230,21.0
216,231,369.0
216,236,5.0
216,237,17.0
216,238,381.0
216,243,127.0
216,247,5.0
216,248,7.0
216,249,1.0
216,251,1.0
216,255,41.0
216,257,2.0
216,260,2.0
216,261,5.0
216,262,3.0
216,263,11.0
216,264,46.0
216,265,64.0
216,267,3.0
216,270,617.0
216,271,5.0
216,272,3.0
216,274,716.0
216,275,889.0
216,279,3.0
216,280,43.0
216,284,18.0
216,285,2.0
216,286,23.0
218,219,5.0
218,223,4.0
218,225,1.0
218,229,5.0
218,230,14.0
218,231,95.0
218,232,1.0
218,233,5.0
218,235,1.0
218,236,7.0
218,237,11.0
218,238,2204.0
218,243,1116.0
218,247,6.0
218,248,6.0
218,249,2.0
218,251,5.0
218,255,13.0
218,256,1.0
218,260,2.0
218,261,2.0
218,263,6.0
218,264,233.0
218,265,680.0
218,267,3.0
218,268,9.0
218,270,149.0
218,271,1.0
218,272,1.0
218,274,1961.0
218,275,491.0
218,279,39.0
218,280,163.0
218,284,1.0
218,285,23.0
218,286,6.0
218,288,1.0
219,225,3.0
219,229,3.0
219,230,51.0
219,231,4.0
219,236,4.0
219,237,46.0
219,242,3.0
219,243,6.0
219,249,16.0
219,255,115.0
219,260,1.0
219,261,3.0
219,262,11.0
219,263,26.0
219,264,1.0
219,267,44.0
219,270,5.0
219,271,27.0
219,272,27.0
219,274,7.0
219,275,13.0
219,280,1.0
219,284,17.0
219,286,50.0
219,288,2.0
219,289,2.0
219,294,1.0
222,223,7.0
222,227,18.0
222,235,1.0
222,248,2.0
222,252,2.0
222,253,8.0
222,254,4.0
222,256,20.0
222,257,12.0
222,278,3.0
222,281,12.0
222,282,1.0
222,287,30.0
223,227,9.0
223,233,1.0
223,243,2.0
223,248,2.0
223,252,2.0
223,256,5.0
223,257,1.0
223,265,2.0
223,278,8.0
223,281,1.0
223,282,2.0
223,287,27.0
224,230,12.0
224,250,10.0
224,260,3.0
224,261,39.0
224,267,9.0
224,270,2.0
224,271,1.0
224,275,4.0
224,283,1.0
225,229,208.0
225,230,7.0
225,234,4.0
225,236,1.0
225,237,11.0
225,243,5.0
225,245,1.0
225,249,1.0
225,255,69.0
225,260,2.0
225,261,1.0
225,262,1.0
225,263,131.0
225,264,3.0
225,265,17.0
225,266,1.0
225,267,2.0
225,268,27.0
225,270,2.0
225,271,3.0
225,272,1.0
225,274,3.0
225,275,6.0
225,279,1.0
225,280,13.0
225,284,898.0
225,285,2.0
225,286,113.0
225,288,552.0
225,289,3.0
225,294,1.0
226,232,20.0
226,290,4.0
227,231,1.0
227,233,2.0
227,243,1.0
227,253,1.0
227,256,5.0
227,257,2.0
227,264,3.0
227,274,1.0
227,278,2.0
227,281,1.0
227,287,7.0
228,229,3.0
228,234,8.0
228,271,2.0
228,288,1.0
228,289,1.0
229,231,1.0
229,233,2.0
229,234,1.0
229,237,3.0
229,238,4.0
229,242,2.0
229,243,16.0
229,245,2.0
229,248,2.0
229,255,10.0
229,263,18.0
229,264,6.0
229,265,23.0
229,268,6.0
229,270,2.0
229,274,12.0
229,275,4.0
229,279,17.0
229,280,52.0
229,284,50.0
229,285,3.0
229,286,12.0
229,288,163.0
229,289,5.0
230,231,12.0
230,236,6.0
230,237,304.0
230,238,9.0
230,243,7.0
230,249,36.0
230,250,18.0
230,255,41.0
230,260,114.0
230,261,65.0
230,262,24.0
230,263,22.0
230,264,3.0
230,265,3.0
230,266,1.0
230,267,356.0
230,270,68.0
230,271,6.0
230,272,6.0
230,274,17.0
230,275,42.0
230,280,3.0
230,284,16.0
230,286,35.0
230,288,2.0
230,294,1.0
231,232,4.0
231,237,19.0
231,238,232.0
231,242,1.0
231,243,61.0
231,247,5.0
231,248,4.0
231,249,1.0
231,253,1.0
231,255,18.0
231,260,3.0
231,261,3.0
231,263,3.0
231,264,20.0
231,265,49.0
231,267,8.0
231,270,683.0
231,271,2.0
231,274,125.0
231,275,218.0
231,279,3.0
231,280,14.0
231,284,8.0
231,285,1.0
231,286,12.0
232,290,1.0
233,235,4.0
233,243,8.0
233,248,4.0
233,251,3.0
233,252,1.0
233,253,6.0
233,254,1.0
233,256,1.0
233,257,8.0
233,264,8.0
233,266,1.0
233,278,1.0
233,279,1.0
233,280,1.0
233,281,6.0
233,282,11.0
233,285,1.0
234,263,2.0
234,265,1.0
234,268,2.0
234,280,1.0
234,284,5.0
234,288,2.0
234,289,1.0
235,252,2.0
235,253,43.0
235,254,50.0
235,256,6.0
235,257,12.0
235,266,2.0
235,281,5.0
235,282,3.0
235,287,4.0
235,291,4.0
236,237,23.0
236,238,2.0
236,250,1.0
236,255,80.0
236,260,2.0
236,261,1.0
236,262,1.0
236,263,14.0
236,264,1.0
236,265,3.0
236,267,4.0
236,270,6.0
236,271,3.0
236,274,2.0
236,275,9.0
236,280,1.0
236,284,12.0
236,286,48.0
236,288,11.0
237,238,9.0
237,243,24.0
237,249,8.0
237,250,3.0
237,251,1.0
237,255,91.0
237,260,23.0
237,261,12.0
237,262,5.0
237,263,30.0
237,264,2.0
237,267,81.0
237,268,1.0
237,270,43.0
237,271,12.0
237,272,21.0
237,274,30.0
237,275,57.0
237,279,1.0
237,280,9.0
237,284,37.0
237,286,73.0
237,288,4.0
237,294,1.0
238,243,516.0
238,247,7.0
238,248,31.0
238,249,1.0
238,251,2.0
238,255,13.0
238,260,4.0
238,262,3.0
238,263,5.0
238,264,290.0
238,265,470.0
238,267,1.0
238,270,274.0
238,271,1.0
238,274,2345.0
238,275,761.0
238,278,1.0
238,279,11.0
238,280,80.0
238,284,3.0
238,285,14.0
238,286,9.0
239,243,2.0
239,245,1.0
239,263,1.0
239,265,1.0
239,284,1.0
239,286,1.0
240,263,1.0
240,268,1.0
240,271,1.0
242,255,7.0
242,267,1.0
242,268,4.0
242,271,5.0
242,272,1.0
242,275,3.0
242,285,1.0
242,286,2.0
242,288,2.0
242,294,1.0
243,247,3.0
243,248,12.0
243,251,1.0
243,254,1.0
243,255,8.0
243,256,1.0
243,260,3.0
243,262,1.0
243,263,4.0
243,264,418.0
243,265,1783.0
243,266,5.0
243,267,3.0
243,270,92.0
243,271,1.0
243,274,597.0
243,275,310.0
243,279,108.0
243,280,927.0
243,282,2.0
243,284,7.0
243,285,53.0
243,286,3.0
243,288,2.0
245,255,2.0
245,265,1.0
245,268,5.0
245,271,7.0
245,272,1.0
245,286,2.0
245,288,1.0
247,251,3.0
247,264,29.0
247,265,10.0
247,266,1.0
247,270,2.0
247,274,1.0
247,280,1.0
248,251,59.0
248,252,1.0
248,257,1.0
248,263,1.0
248,264,289.0
248,265,96.0
248,266,6.0
248,267,2.0
248,270,2.0
248,274,18.0
248,275,8.0
248,278,15.0
248,279,37.0
248,280,64.0
248,285,79.0
249,255,8.0
249,260,12.0
249,261,2.0
249,263,3.0
249,264,2.0
249,265,2.0
249,267,33.0
249,268,1.0
249,270,1.0
249,271,1.0
249,272,1.0
249,274,1.0
249,275,6.0
249,283,1.0
249,284,1.0
249,286,2.0
250,255,2.0
250,260,75.0
250,261,87.0
250,262,3.0
250,267,28.0
250,270,4.0
250,275,14.0
251,264,19.0
251,265,3.0
251,266,1.0
251,270,1.0
251,274,2.0
251,275,1.0
251,278,19.0
251,280,3.0
251,285,4.0
251,286,1.0
251,287,1.0
252,253,66.0
252,254,8.0
252,256,66.0
252,257,24.0
252,265,1.0
252,274,1.0
252,281,2.0
252,282,4.0
252,287,10.0
253,254,24.0
253,256,46.0
253,257,101.0
253,264,1.0
253,266,1.0
253,279,1.0
253,280,1.0
253,281,22.0
253,282,11.0
253,285,1.0
253,287,24.0
253,291,2.0
254,256,19.0
254,257,10.0
254,266,1.0
254,274,1.0
254,281,4.0
254,282,11.0
254,285,1.0
254,287,5.0
254,291,5.0
255,260,7.0
255,261,1.0
255,262,2.0
255,263,1068.0
255,264,1.0
255,265,4.0
255,267,38.0
255,268,12.0
255,270,44.0
255,271,19.0
255,272,6.0
255,274,61.0
255,275,150.0
255,280,7.0
255,284,523.0
255,286,823.0
255,288,32.0
255,294,1.0
256,257,100.0
256,264,1.0
256,270,1.0
256,275,1.0
256,278,9.0
256,280,3.0
256,281,67.0
256,282,36.0
256,287,32.0
257,264,1.0
257,265,1.0
257,266,7.0
257,269,1.0
257,274,1.0
257,281,21.0
257,282,43.0
257,287,5.0
257,291,1.0
260,261,474.0
260,262,10.0
260,263,2.0
260,264,2.0
260,267,365.0
260,270,4.0
260,272,2.0
260,274,3.0
260,275,12.0
260,286,4.0
260,288,1.0
261,262,10.0
261,265,1.0
261,267,141.0
261,270,2.0
261,274,3.0
261,275,4.0
261,288,1.0
262,263,6.0
262,264,1.0
262,265,1.0
262,267,12.0
262,270,14.0
262,274,4.0
262,275,15.0
262,280,3.0
262,284,2.0
262,286,1.0
263,264,2.0
263,265,3.0
263,266,1.0
263,267,10.0
263,268,20.0
263,270,12.0
263,271,19.0
263,272,10.0
263,274,12.0
263,275,51.0
263,280,9.0
263,284,336.0
263,286,556.0
263,288,39.0
263,289,2.0
263,294,1.0
264,265,829.0
264,266,10.0
264,267,1.0
264,270,16.0
264,274,84.0
264,275,62.0
264,278,9.0
